# started on Mon Sep 14 15:44:10 2026

347,04;Joules;power/energy-pkg/;11143588121;100,00;;
11143412159;ns;duration_time;11143412159;100,00;;
11134392000;ns;user_time;11134392000;100,00;;
3999000;ns;system_time;3999000;100,00;;
