# started on Mon Sep 14 15:55:41 2026

1319,38;Joules;power/energy-pkg/;42536638990;100,00;;
42535951193;ns;duration_time;42535951193;100,00;;
42513756000;ns;user_time;42513756000;100,00;;
15999000;ns;system_time;15999000;100,00;;
