# started on Mon Sep 14 16:20:39 2026

550,45;Joules;power/energy-pkg/;17946597844;100,00;;
17946304725;ns;duration_time;17946304725;100,00;;
17933177000;ns;user_time;17933177000;100,00;;
8000000;ns;system_time;8000000;100,00;;
