# started on Mon Sep 14 14:03:22 2026

557,14;Joules;power/energy-pkg/;18940254183;100,00;;
18940246164;ns;duration_time;18940246164;100,00;;
18923963000;ns;user_time;18923963000;100,00;;
7998000;ns;system_time;7998000;100,00;;
