# started on Mon Sep 14 15:20:00 2026

13998,19;Joules;power/energy-pkg/;449577597202;100,00;;
449570282479;ns;duration_time;449570282479;100,00;;
449535595000;ns;user_time;449535595000;100,00;;
3999000;ns;system_time;3999000;100,00;;
