# started on Mon Sep 14 14:03:53 2026

517,60;Joules;power/energy-pkg/;17285109624;100,00;;
17285110171;ns;duration_time;17285110171;100,00;;
17268811000;ns;user_time;17268811000;100,00;;
8000000;ns;system_time;8000000;100,00;;
