# started on Tue Sep 15 13:59:03 2026

3072,11;Joules;power/energy-pkg/;97445361912;100,00;;
97446498121;ns;duration_time;97446498121;100,00;;
97434267000;ns;user_time;97434267000;100,00;;
<not counted>;ns;system_time;0;100,00;;
