# started on Mon Sep 14 16:21:38 2026

565,33;Joules;power/energy-pkg/;18606559030;100,00;;
18606230918;ns;duration_time;18606230918;100,00;;
18599971000;ns;user_time;18599971000;100,00;;
<not counted>;ns;system_time;0;100,00;;
