# started on Mon Sep 14 16:17:00 2026

609,18;Joules;power/energy-pkg/;19087137439;100,00;;
19086829805;ns;duration_time;19086829805;100,00;;
18989093000;ns;user_time;18989093000;100,00;;
55932000;ns;system_time;55932000;100,00;;
