# started on Tue Sep 15 13:57:36 2026

2265,15;Joules;power/energy-pkg/;71978502468;100,00;;
71979338499;ns;duration_time;71979338499;100,00;;
71969091000;ns;user_time;71969091000;100,00;;
<not counted>;ns;system_time;0;100,00;;
