# started on Mon Sep 14 16:21:08 2026

597,58;Joules;power/energy-pkg/;19584571973;100,00;;
19584248644;ns;duration_time;19584248644;100,00;;
19578402000;ns;user_time;19578402000;100,00;;
<not counted>;ns;system_time;0;100,00;;
